Loai_San,Cap_Do_Ben,Chieu_dai_L(m),Chieu_ron_W(m),Be_day_h(m),Tai_trong_ULS(kN/m2),Phan_tu_so,Momen_M11(kNm/m),Momen_M22(kNm/m)
San_phang_Flat_Slab,C25/30,9.73,8.69,0.26,13.4,3274,84.976,50.596
San_phang_Flat_Slab,C35/45,11.3,9.76,0.26,13.4,3275,110.839,63.823
Ban_ke_4_canh_2_phuong,C35/45,4.54,4.03,0.2,11.37,3276,8.31,8.202
San_console_Cantilever,C25/30,4.11,1.85,0.11,8.33,3277,-14.255,-1.426
San_phang_Flat_Slab,C40/50,12.26,9.65,0.25,13.06,3278,115.884,60.809
San_o_co_Waffle_Slab,C40/50,9.72,8.52,0.43,11.03,3279,38.432,50.021
San_console_Cantilever,C35/45,3.61,1.82,0.11,8.33,3280,-13.796,-1.38
Ban_ke_4_canh_2_phuong,C35/45,7.1,5.97,0.17,10.36,3281,16.616,18.279
San_o_co_Waffle_Slab,C35/45,11.92,10.93,0.43,11.03,3282,63.249,75.226
Ban_ke_4_canh_2_phuong,C25/30,8.2,4.62,0.14,9.35,3283,8.981,22.004
Ban_ke_4_canh_2_phuong,C40/50,4.81,3.7,0.13,9.01,3284,5.551,7.296
Ban_dam_1_phuong,C35/45,10.54,3.4,0.13,9.01,3285,10.416,2.083
Ban_dam_1_phuong,C40/50,7.6,2.27,0.1,8.0,3286,4.122,0.824
San_o_co_Waffle_Slab,C25/30,15.51,10.81,0.44,11.37,3287,63.775,131.288
San_console_Cantilever,C35/45,4.92,1.66,0.15,9.68,3288,-13.337,-1.334
San_o_co_Waffle_Slab,C20/25,11.05,8.28,0.44,11.37,3289,37.416,66.639
Ban_dam_1_phuong,C20/25,6.74,2.44,0.1,8.0,3290,4.763,0.953
San_phang_Flat_Slab,C25/30,9.25,7.42,0.29,14.41,3291,74.177,39.668
Ban_ke_4_canh_2_phuong,C40/50,5.3,4.12,0.19,11.03,3292,8.425,10.844
San_phang_Flat_Slab,C30/37,11.19,7.5,0.24,12.72,3293,80.064,35.775
San_console_Cantilever,C25/30,7.38,2.21,0.12,8.67,3294,-21.173,-2.117
San_o_co_Waffle_Slab,C20/25,10.07,9.85,0.45,11.37,3295,52.951,55.343
San_o_co_Waffle_Slab,C25/30,10.78,9.87,0.36,10.02,3296,46.854,55.892
San_phang_Flat_Slab,C25/30,9.54,6.94,0.2,11.37,3297,56.459,27.381
Ban_dam_1_phuong,C35/45,5.44,2.49,0.14,9.35,3298,5.797,1.159
Ban_dam_1_phuong,C35/45,13.03,3.78,0.11,8.33,3299,11.902,2.38
San_o_co_Waffle_Slab,C20/25,9.1,8.92,0.47,11.71,3300,44.723,46.546
San_phang_Flat_Slab,C30/37,12.93,9.49,0.27,13.73,3301,126.356,61.826
Ban_dam_1_phuong,C40/50,10.2,3.43,0.14,9.35,3302,11.0,2.2
San_phang_Flat_Slab,C35/45,9.56,7.03,0.3,14.74,3303,74.297,36.423
Ban_ke_4_canh_2_phuong,C35/45,3.65,3.29,0.17,10.36,3304,5.046,4.831
Ban_dam_1_phuong,C30/37,7.92,2.38,0.14,9.35,3305,5.296,1.059
Ban_ke_4_canh_2_phuong,C35/45,4.07,3.75,0.16,10.02,3306,6.341,5.809
San_console_Cantilever,C40/50,3.0,2.42,0.12,8.67,3307,-25.387,-2.539
Ban_ke_4_canh_2_phuong,C25/30,9.67,5.83,0.14,9.35,3308,14.301,30.601
Ban_ke_4_canh_2_phuong,C35/45,5.34,4.33,0.17,10.36,3309,8.741,10.34
Ban_dam_1_phuong,C40/50,10.22,3.28,0.1,8.0,3310,8.607,1.721
Ban_dam_1_phuong,C20/25,12.49,3.95,0.15,9.68,3311,15.103,3.021
San_o_co_Waffle_Slab,C40/50,14.82,10.3,0.41,10.7,3312,54.488,112.803
Ban_dam_1_phuong,C40/50,7.57,3.37,0.13,9.01,3313,10.233,2.047
San_console_Cantilever,C30/37,3.44,1.8,0.15,9.68,3314,-15.682,-1.568
Ban_dam_1_phuong,C35/45,6.41,2.96,0.13,9.01,3315,7.894,1.579
San_phang_Flat_Slab,C25/30,8.54,6.38,0.24,12.72,3316,51.979,25.888
San_console_Cantilever,C35/45,7.87,2.46,0.13,9.01,3317,-27.262,-2.726
San_console_Cantilever,C35/45,7.54,2.37,0.12,8.67,3318,-24.349,-2.435
San_phang_Flat_Slab,C40/50,9.52,6.98,0.22,12.05,3319,60.054,29.354
San_console_Cantilever,C25/30,7.53,2.29,0.11,8.33,3320,-21.842,-2.184
San_o_co_Waffle_Slab,C40/50,14.39,9.94,0.45,11.37,3321,53.923,113.012
San_console_Cantilever,C20/25,5.62,2.37,0.14,9.35,3322,-26.259,-2.626
Ban_ke_4_canh_2_phuong,C40/50,7.7,4.41,0.14,9.35,3323,8.183,19.403
San_console_Cantilever,C25/30,4.52,1.48,0.11,8.33,3324,-9.123,-0.912
San_console_Cantilever,C40/50,4.32,1.23,0.13,9.01,3325,-6.816,-0.682
San_o_co_Waffle_Slab,C40/50,11.74,11.51,0.5,12.38,3326,78.725,81.903
Ban_dam_1_phuong,C25/30,11.68,3.35,0.12,8.67,3327,9.73,1.946
San_console_Cantilever,C30/37,7.54,2.43,0.15,9.68,3328,-28.58,-2.858
Ban_dam_1_phuong,C20/25,7.7,3.59,0.13,9.01,3329,11.612,2.322
Ban_ke_4_canh_2_phuong,C20/25,8.55,4.29,0.15,9.68,3330,8.017,24.767
San_o_co_Waffle_Slab,C40/50,12.29,8.28,0.42,11.03,3331,36.298,79.969
San_console_Cantilever,C35/45,4.22,1.45,0.14,9.35,3332,-9.829,-0.983
San_phang_Flat_Slab,C20/25,8.57,6.57,0.28,14.07,3333,59.416,30.367
San_console_Cantilever,C25/30,5.57,2.02,0.12,8.67,3334,-17.689,-1.769
Ban_ke_4_canh_2_phuong,C25/30,7.5,5.89,0.15,9.68,3335,15.112,19.058
San_console_Cantilever,C40/50,3.93,2.39,0.12,8.67,3336,-24.762,-2.476
Ban_dam_1_phuong,C20/25,7.83,3.51,0.11,8.33,3337,10.263,2.053
San_phang_Flat_Slab,C30/37,10.52,8.12,0.24,12.72,3338,81.493,41.934
San_phang_Flat_Slab,C35/45,8.98,8.73,0.28,14.07,3339,82.727,53.616
San_phang_Flat_Slab,C40/50,10.11,7.0,0.2,11.37,3340,60.349,27.857
San_phang_Flat_Slab,C20/25,11.04,9.34,0.23,12.38,3341,95.741,53.999
San_console_Cantilever,C25/30,3.91,1.67,0.13,9.01,3342,-12.564,-1.256
San_phang_Flat_Slab,C30/37,11.18,7.97,0.28,14.07,3343,94.028,44.687
San_o_co_Waffle_Slab,C20/25,11.49,10.21,0.44,11.37,3344,56.892,72.051
Ban_dam_1_phuong,C30/37,7.47,2.51,0.13,9.01,3345,5.676,1.135
San_phang_Flat_Slab,C20/25,10.85,8.98,0.26,13.4,3346,97.92,54.029
San_o_co_Waffle_Slab,C20/25,9.87,8.08,0.48,12.05,3347,37.762,56.346
San_console_Cantilever,C40/50,3.96,2.27,0.13,9.01,3348,-23.214,-2.321
Ban_ke_4_canh_2_phuong,C25/30,6.77,5.48,0.16,10.02,3349,13.541,16.074
Ban_ke_4_canh_2_phuong,C40/50,6.91,5.51,0.17,10.36,3350,14.154,17.313
San_o_co_Waffle_Slab,C35/45,10.52,8.79,0.36,10.02,3351,37.161,53.228
San_phang_Flat_Slab,C20/25,8.9,6.25,0.21,11.71,3352,48.853,22.871
San_o_co_Waffle_Slab,C25/30,10.34,9.91,0.44,11.37,3353,53.598,58.35
San_console_Cantilever,C20/25,4.85,1.41,0.13,9.01,3354,-8.956,-0.896
San_console_Cantilever,C30/37,3.22,1.37,0.12,8.67,3355,-8.136,-0.814
Ban_ke_4_canh_2_phuong,C30/37,4.52,3.81,0.14,9.35,3356,6.108,6.686
San_phang_Flat_Slab,C25/30,7.88,7.43,0.27,13.73,3357,60.29,37.898
San_console_Cantilever,C20/25,5.03,1.3,0.13,9.01,3358,-7.613,-0.761
San_o_co_Waffle_Slab,C40/50,12.93,9.15,0.46,11.71,3359,47.059,93.971
San_phang_Flat_Slab,C30/37,11.09,8.59,0.23,12.38,3360,88.452,45.675
Ban_dam_1_phuong,C25/30,12.33,3.54,0.14,9.35,3361,11.717,2.343
Ban_dam_1_phuong,C30/37,8.64,2.67,0.12,8.67,3362,6.181,1.236
Ban_dam_1_phuong,C40/50,8.03,2.93,0.1,8.0,3363,6.868,1.374
San_console_Cantilever,C40/50,7.62,2.27,0.15,9.68,3364,-24.94,-2.494
Ban_ke_4_canh_2_phuong,C25/30,5.17,3.89,0.2,11.37,3365,7.742,10.637
Ban_ke_4_canh_2_phuong,C40/50,3.9,3.52,0.16,10.02,3366,5.587,5.334
Ban_dam_1_phuong,C20/25,8.14,3.64,0.13,9.01,3367,11.938,2.388
Ban_dam_1_phuong,C30/37,10.82,3.28,0.1,8.0,3368,8.607,1.721
San_o_co_Waffle_Slab,C40/50,13.99,10.62,0.39,10.7,3369,57.926,100.522
San_phang_Flat_Slab,C40/50,10.47,7.76,0.2,11.37,3370,69.284,34.234
San_console_Cantilever,C25/30,5.93,1.94,0.14,9.35,3371,-17.595,-1.76
Ban_ke_4_canh_2_phuong,C40/50,3.93,3.45,0.15,9.68,3372,5.185,5.233
San_phang_Flat_Slab,C40/50,8.01,7.33,0.22,12.05,3373,53.062,32.372
Ban_dam_1_phuong,C30/37,8.36,3.78,0.12,8.67,3374,12.388,2.478
Ban_ke_4_canh_2_phuong,C25/30,5.91,5.46,0.16,10.02,3375,13.442,12.249
San_o_co_Waffle_Slab,C20/25,9.1,8.81,0.5,12.38,3376,46.123,49.209
San_o_co_Waffle_Slab,C25/30,11.9,9.3,0.42,11.03,3377,45.791,74.974
Ban_ke_4_canh_2_phuong,C20/25,5.21,4.38,0.13,9.01,3378,7.778,8.56
San_phang_Flat_Slab,C40/50,10.72,9.57,0.22,12.05,3379,92.716,55.18
San_phang_Flat_Slab,C30/37,10.3,8.16,0.28,14.07,3380,88.692,46.843
Ban_ke_4_canh_2_phuong,C30/37,4.26,4.15,0.16,10.02,3381,7.766,6.364
Ban_ke_4_canh_2_phuong,C25/30,3.75,3.46,0.15,9.68,3382,5.215,4.764
San_phang_Flat_Slab,C20/25,11.43,9.55,0.3,14.74,3383,120.673,67.216
San_console_Cantilever,C40/50,3.75,1.81,0.12,8.67,3384,-14.202,-1.42
San_console_Cantilever,C30/37,3.23,1.29,0.12,8.67,3385,-7.214,-0.721
Ban_ke_4_canh_2_phuong,C25/30,6.41,3.75,0.13,9.01,3386,5.702,12.957
San_o_co_Waffle_Slab,C20/25,13.59,11.67,0.44,11.37,3387,74.326,100.795
Ban_dam_1_phuong,C20/25,7.83,2.88,0.11,8.33,3388,6.909,1.382
San_phang_Flat_Slab,C25/30,12.03,9.91,0.28,14.07,3389,125.804,69.089
San_console_Cantilever,C40/50,7.75,1.86,0.13,9.01,3390,-15.585,-1.559
San_o_co_Waffle_Slab,C40/50,10.79,8.47,0.5,12.38,3391,42.631,69.184
Ban_dam_1_phuong,C25/30,4.78,2.11,0.11,8.33,3392,3.709,0.742
San_console_Cantilever,C30/37,5.55,1.71,0.14,9.35,3393,-13.67,-1.367
Ban_ke_4_canh_2_phuong,C20/25,4.66,3.05,0.14,9.35,3394,3.914,7.106
San_console_Cantilever,C30/37,7.14,2.34,0.11,8.33,3395,-22.806,-2.281
San_o_co_Waffle_Slab,C20/25,12.13,8.37,0.45,11.37,3396,38.234,80.301
San_o_co_Waffle_Slab,C40/50,12.22,8.15,0.39,10.7,3397,34.115,76.695
San_o_co_Waffle_Slab,C40/50,12.61,11.9,0.42,11.03,3398,74.974,84.187
San_console_Cantilever,C30/37,7.78,1.97,0.12,8.67,3399,-16.824,-1.682
San_console_Cantilever,C25/30,6.74,1.81,0.15,9.68,3400,-15.856,-1.586
San_console_Cantilever,C25/30,4.42,1.71,0.12,8.67,3401,-12.676,-1.268
San_console_Cantilever,C30/37,5.66,1.83,0.11,8.33,3402,-13.948,-1.395
Ban_dam_1_phuong,C25/30,5.3,2.32,0.1,8.0,3403,4.306,0.861
San_o_co_Waffle_Slab,C40/50,15.45,10.34,0.36,10.02,3404,51.422,114.806
San_o_co_Waffle_Slab,C35/45,12.88,11.13,0.48,12.05,3405,71.65,95.953
Ban_ke_4_canh_2_phuong,C25/30,7.72,5.07,0.14,9.35,3406,10.815,19.504
San_console_Cantilever,C20/25,4.09,2.2,0.11,8.33,3407,-20.159,-2.016
San_phang_Flat_Slab,C40/50,10.46,8.11,0.28,14.07,3408,89.517,46.271
Ban_ke_4_canh_2_phuong,C30/37,7.34,4.6,0.17,10.36,3409,9.865,19.535
Ban_ke_4_canh_2_phuong,C25/30,5.1,5.06,0.16,10.02,3410,11.545,9.122
Ban_ke_4_canh_2_phuong,C25/30,7.8,5.95,0.15,9.68,3411,15.421,20.613
San_console_Cantilever,C40/50,3.75,1.78,0.14,9.35,3412,-14.812,-1.481
San_phang_Flat_Slab,C25/30,13.27,9.52,0.25,13.06,3413,123.741,59.182
San_console_Cantilever,C35/45,6.11,1.89,0.13,9.01,3414,-16.092,-1.609
San_console_Cantilever,C35/45,6.22,1.66,0.13,9.01,3415,-12.414,-1.241
San_console_Cantilever,C25/30,5.08,1.52,0.11,8.33,3416,-9.623,-0.962
San_o_co_Waffle_Slab,C40/50,14.69,11.46,0.44,11.37,3417,71.676,117.773
Ban_ke_4_canh_2_phuong,C40/50,7.03,5.63,0.19,11.03,3418,15.733,19.079
Ban_ke_4_canh_2_phuong,C25/30,7.26,4.63,0.19,11.03,3419,10.64,20.348
San_console_Cantilever,C30/37,6.75,1.82,0.11,8.33,3420,-13.796,-1.38
Ban_dam_1_phuong,C30/37,11.8,3.91,0.14,9.35,3421,14.294,2.859
Ban_ke_4_canh_2_phuong,C40/50,11.11,5.73,0.15,9.68,3422,14.302,41.819
San_phang_Flat_Slab,C25/30,10.34,7.46,0.26,13.4,3423,77.522,37.287
Ban_dam_1_phuong,C30/37,7.77,2.82,0.14,9.35,3424,7.435,1.487
San_console_Cantilever,C35/45,7.85,1.27,0.13,9.01,3425,-7.266,-0.727
Ban_dam_1_phuong,C30/37,10.8,3.99,0.11,8.33,3426,13.261,2.652
San_phang_Flat_Slab,C20/25,9.54,6.9,0.22,12.05,3427,59.49,28.685
Ban_dam_1_phuong,C40/50,8.01,2.67,0.12,8.67,3428,6.181,1.236
Ban_ke_4_canh_2_phuong,C35/45,9.58,5.21,0.16,10.02,3429,12.239,32.186
San_phang_Flat_Slab,C25/30,9.35,9.33,0.25,13.06,3430,85.447,56.843
San_console_Cantilever,C40/50,4.5,1.88,0.13,9.01,3431,-15.922,-1.592
Ban_dam_1_phuong,C20/25,9.51,3.74,0.12,8.67,3432,12.127,2.425
Ban_ke_4_canh_2_phuong,C30/37,6.13,4.25,0.17,10.36,3433,8.421,13.625
San_console_Cantilever,C30/37,3.76,1.28,0.15,9.68,3434,-7.93,-0.793
San_o_co_Waffle_Slab,C35/45,11.38,8.99,0.42,11.03,3435,42.789,68.565
Ban_ke_4_canh_2_phuong,C40/50,5.1,5.08,0.19,11.03,3436,12.809,10.041
San_o_co_Waffle_Slab,C35/45,17.02,11.69,0.41,10.7,3437,70.187,148.78
San_console_Cantilever,C20/25,3.02,1.21,0.1,8.0,3438,-5.856,-0.586
Ban_dam_1_phuong,C20/25,9.66,2.83,0.11,8.33,3439,6.671,1.334
Ban_dam_1_phuong,C20/25,8.54,2.64,0.11,8.33,3440,5.806,1.161
San_console_Cantilever,C40/50,3.64,2.34,0.13,9.01,3441,-24.668,-2.467
San_phang_Flat_Slab,C20/25,11.02,8.77,0.21,11.71,3442,84.879,45.033
Ban_dam_1_phuong,C25/30,12.41,3.91,0.11,8.33,3443,12.735,2.547
San_phang_Flat_Slab,C35/45,7.61,6.99,0.25,13.06,3444,52.103,31.906
San_phang_Flat_Slab,C40/50,10.75,8.73,0.22,12.05,3445,84.815,45.918
San_console_Cantilever,C30/37,5.21,1.29,0.14,9.35,3446,-7.78,-0.778
Ban_ke_4_canh_2_phuong,C35/45,6.1,3.82,0.19,11.03,3447,7.243,14.365
San_phang_Flat_Slab,C40/50,11.13,8.7,0.3,14.74,3448,107.047,55.784
San_console_Cantilever,C25/30,7.45,1.41,0.13,9.01,3449,-8.956,-0.896
Ban_dam_1_phuong,C20/25,8.69,3.34,0.12,8.67,3450,9.672,1.934
San_phang_Flat_Slab,C40/50,10.55,8.6,0.29,14.41,3451,98.056,53.288
San_phang_Flat_Slab,C20/25,11.28,9.55,0.3,14.74,3452,119.089,67.216
San_o_co_Waffle_Slab,C25/30,11.21,8.48,0.44,11.37,3453,39.246,68.582
San_phang_Flat_Slab,C20/25,11.55,9.09,0.25,13.06,3454,102.837,53.956
San_phang_Flat_Slab,C25/30,10.41,8.46,0.26,13.4,3455,88.509,47.953
San_o_co_Waffle_Slab,C25/30,12.72,11.18,0.46,11.71,3456,70.256,90.944
San_o_co_Waffle_Slab,C25/30,11.27,9.73,0.38,10.36,3457,47.079,63.161
Ban_ke_4_canh_2_phuong,C35/45,8.1,4.9,0.17,10.36,3458,11.193,23.79
Ban_dam_1_phuong,C40/50,8.1,3.21,0.14,9.35,3459,9.634,1.927
San_phang_Flat_Slab,C30/37,9.7,9.51,0.23,12.38,3460,85.651,55.982
San_o_co_Waffle_Slab,C20/25,13.87,9.53,0.41,10.7,3461,46.646,98.805
San_o_co_Waffle_Slab,C35/45,9.42,9.04,0.42,11.03,3462,43.267,46.981
San_phang_Flat_Slab,C30/37,9.1,8.76,0.28,14.07,3463,84.12,53.985
Ban_ke_4_canh_2_phuong,C40/50,5.72,4.14,0.13,9.01,3464,6.949,10.318
Ban_dam_1_phuong,C20/25,6.58,2.33,0.11,8.33,3465,4.522,0.904
San_o_co_Waffle_Slab,C25/30,12.8,11.56,0.44,11.37,3466,72.932,89.417
Ban_ke_4_canh_2_phuong,C20/25,4.79,4.11,0.13,9.01,3467,6.849,7.235
San_console_Cantilever,C40/50,6.88,1.94,0.12,8.67,3468,-16.315,-1.632
San_console_Cantilever,C30/37,3.07,2.22,0.1,8.0,3469,-19.714,-1.971
Ban_ke_4_canh_2_phuong,C25/30,5.9,3.49,0.19,11.03,3470,6.046,13.438
Ban_dam_1_phuong,C20/25,7.31,2.33,0.13,9.01,3471,4.891,0.978
Ban_dam_1_phuong,C25/30,8.56,3.43,0.14,9.35,3472,11.0,2.2
San_phang_Flat_Slab,C20/25,9.97,8.78,0.22,12.05,3473,79.111,46.446
San_phang_Flat_Slab,C30/37,10.39,7.68,0.25,13.06,3474,78.159,38.516
Ban_dam_1_phuong,C35/45,11.41,3.31,0.12,8.67,3475,9.499,1.9
San_o_co_Waffle_Slab,C20/25,14.11,11.6,0.4,10.7,3476,69.11,102.254
Ban_dam_1_phuong,C20/25,8.0,3.75,0.14,9.35,3477,13.148,2.63
Ban_ke_4_canh_2_phuong,C35/45,6.31,4.9,0.19,11.03,3478,11.917,15.371
San_o_co_Waffle_Slab,C20/25,12.77,8.8,0.42,11.03,3479,41.0,86.337
Ban_ke_4_canh_2_phuong,C35/45,4.1,3.93,0.19,11.03,3480,7.666,6.49
Ban_dam_1_phuong,C30/37,6.47,2.78,0.12,8.67,3481,6.701,1.34
San_console_Cantilever,C35/45,4.51,1.34,0.14,9.35,3482,-8.394,-0.839
San_console_Cantilever,C40/50,3.07,1.66,0.11,8.33,3483,-11.477,-1.148
San_console_Cantilever,C25/30,6.2,1.88,0.14,9.35,3484,-16.523,-1.652
Ban_dam_1_phuong,C35/45,13.24,3.99,0.1,8.0,3485,12.736,2.547
San_phang_Flat_Slab,C40/50,9.01,8.71,0.2,11.37,3486,66.921,43.129
Ban_ke_4_canh_2_phuong,C35/45,10.01,5.03,0.12,8.67,3487,9.871,30.406
San_o_co_Waffle_Slab,C30/37,12.53,8.69,0.49,12.05,3488,43.679,90.809
Ban_ke_4_canh_2_phuong,C35/45,6.36,4.41,0.14,9.35,3489,8.183,13.237
Ban_dam_1_phuong,C40/50,5.6,2.4,0.14,9.35,3490,5.386,1.077
Ban_dam_1_phuong,C20/25,6.26,2.97,0.12,8.67,3491,7.648,1.53
Ban_dam_1_phuong,C25/30,8.11,2.82,0.14,9.35,3492,7.435,1.487
Ban_ke_4_canh_2_phuong,C20/25,7.09,5.63,0.14,9.35,3493,13.336,16.45
Ban_ke_4_canh_2_phuong,C25/30,11.09,5.76,0.17,10.36,3494,15.467,44.595
San_console_Cantilever,C20/25,7.93,2.01,0.11,8.33,3495,-16.827,-1.683
San_console_Cantilever,C30/37,6.71,2.47,0.13,9.01,3496,-27.485,-2.748
San_phang_Flat_Slab,C30/37,10.41,9.79,0.26,13.4,3497,102.423,64.216
San_o_co_Waffle_Slab,C25/30,10.57,9.39,0.49,12.05,3498,50.999,64.622
Ban_ke_4_canh_2_phuong,C40/50,9.37,5.55,0.18,10.7,3499,14.831,32.88
Ban_dam_1_phuong,C40/50,8.7,3.38,0.13,9.01,3500,10.293,2.059
San_phang_Flat_Slab,C25/30,8.01,7.21,0.2,11.37,3501,49.248,29.553
San_console_Cantilever,C20/25,6.55,2.2,0.13,9.01,3502,-21.804,-2.18
San_console_Cantilever,C20/25,3.34,1.35,0.14,9.35,3503,-8.52,-0.852
San_phang_Flat_Slab,C30/37,11.37,8.09,0.21,11.71,3504,80.784,38.32
Ban_dam_1_phuong,C25/30,7.06,2.17,0.1,8.0,3505,3.767,0.753
Ban_ke_4_canh_2_phuong,C30/37,7.33,5.54,0.13,9.01,3506,12.444,16.943
San_phang_Flat_Slab,C30/37,11.37,8.21,0.22,12.05,3507,84.363,40.611
Ban_dam_1_phuong,C40/50,10.89,3.51,0.13,9.01,3508,11.1,2.22
Ban_dam_1_phuong,C40/50,9.92,2.92,0.13,9.01,3509,7.682,1.536
San_o_co_Waffle_Slab,C40/50,12.94,8.86,0.43,11.03,3510,41.561,88.651
San_console_Cantilever,C40/50,5.54,1.61,0.1,8.0,3511,-10.368,-1.037
Ban_dam_1_phuong,C20/25,11.23,3.57,0.13,9.01,3512,11.483,2.297
San_phang_Flat_Slab,C25/30,10.44,8.35,0.25,13.06,3513,85.387,45.529
Ban_dam_1_phuong,C30/37,9.15,3.14,0.14,9.35,3514,9.219,1.844
Ban_ke_4_canh_2_phuong,C35/45,4.97,4.28,0.13,9.01,3515,7.427,7.789
San_o_co_Waffle_Slab,C30/37,13.95,11.85,0.4,10.7,3516,72.121,99.948
San_phang_Flat_Slab,C30/37,10.32,7.53,0.28,14.07,3517,82.003,39.889
Ban_ke_4_canh_2_phuong,C30/37,4.8,3.51,0.19,11.03,3518,6.115,8.895
Ban_dam_1_phuong,C20/25,10.22,3.91,0.13,9.01,3519,13.775,2.755
Ban_dam_1_phuong,C20/25,8.44,2.46,0.15,9.68,3520,5.858,1.172
San_phang_Flat_Slab,C25/30,11.72,8.73,0.27,13.73,3521,105.359,52.32
Ban_dam_1_phuong,C35/45,11.57,3.56,0.14,9.35,3522,11.85,2.37
San_phang_Flat_Slab,C40/50,11.92,9.32,0.26,13.4,3523,111.65,58.198
San_console_Cantilever,C40/50,7.49,1.71,0.12,8.67,3524,-12.676,-1.268
San_phang_Flat_Slab,C35/45,9.98,7.48,0.22,12.05,3525,67.465,33.71
Ban_ke_4_canh_2_phuong,C40/50,3.7,3.35,0.12,8.67,3526,4.378,4.154
Ban_ke_4_canh_2_phuong,C25/30,6.69,4.02,0.12,8.67,3527,6.305,13.581
Ban_dam_1_phuong,C35/45,11.11,3.45,0.12,8.67,3528,10.319,2.064
San_phang_Flat_Slab,C40/50,7.92,6.65,0.26,13.4,3529,52.931,29.629
San_phang_Flat_Slab,C25/30,12.86,8.91,0.25,13.06,3530,112.234,51.84
Ban_dam_1_phuong,C30/37,6.28,2.27,0.1,8.0,3531,4.122,0.824
Ban_ke_4_canh_2_phuong,C30/37,4.38,3.13,0.18,10.7,3532,4.717,7.185
San_phang_Flat_Slab,C25/30,9.29,6.33,0.25,13.06,3533,57.6,26.165
San_o_co_Waffle_Slab,C40/50,11.32,10.55,0.47,11.71,3534,62.561,72.026
Ban_dam_1_phuong,C30/37,9.24,3.38,0.14,9.35,3535,10.682,2.136
San_phang_Flat_Slab,C30/37,10.51,7.18,0.26,13.4,3536,75.839,34.54
Ban_dam_1_phuong,C40/50,9.76,3.66,0.1,8.0,3537,10.716,2.143
Ban_ke_4_canh_2_phuong,C25/30,8.28,4.71,0.13,9.01,3538,8.995,21.62
San_o_co_Waffle_Slab,C25/30,8.43,8.25,0.4,10.7,3539,34.957,36.499
San_o_co_Waffle_Slab,C25/30,14.8,10.9,0.49,12.05,3540,68.72,126.693
San_phang_Flat_Slab,C20/25,8.6,6.5,0.22,12.05,3541,50.52,25.456
Ban_dam_1_phuong,C20/25,6.99,2.31,0.14,9.35,3542,4.989,0.998
San_console_Cantilever,C35/45,5.78,1.29,0.14,9.35,3543,-7.78,-0.778
Ban_ke_4_canh_2_phuong,C35/45,4.54,3.3,0.17,10.36,3544,5.077,7.474
Ban_ke_4_canh_2_phuong,C40/50,7.63,4.51,0.17,10.36,3545,9.483,21.109
Ban_ke_4_canh_2_phuong,C35/45,7.7,3.86,0.15,9.68,3546,6.49,20.087
Ban_dam_1_phuong,C30/37,8.65,3.09,0.11,8.33,3547,7.954,1.591
Ban_ke_4_canh_2_phuong,C20/25,6.9,5.11,0.17,10.36,3548,12.173,17.263
Ban_dam_1_phuong,C25/30,9.23,2.77,0.11,8.33,3549,6.392,1.278
San_console_Cantilever,C20/25,3.23,1.53,0.12,8.67,3550,-10.148,-1.015
San_o_co_Waffle_Slab,C40/50,11.99,9.99,0.36,10.02,3551,48.0,69.143
San_console_Cantilever,C25/30,4.56,1.96,0.12,8.67,3552,-16.653,-1.665
San_phang_Flat_Slab,C35/45,8.65,6.07,0.24,12.72,3553,50.09,23.433
San_o_co_Waffle_Slab,C25/30,13.4,9.12,0.37,10.36,3554,41.361,89.292
Ban_ke_4_canh_2_phuong,C30/37,7.39,3.92,0.19,11.03,3555,7.627,21.083
San_phang_Flat_Slab,C35/45,10.97,9.23,0.27,13.73,3556,104.265,58.485
San_console_Cantilever,C30/37,3.74,1.7,0.1,8.0,3557,-11.56,-1.156
San_o_co_Waffle_Slab,C25/30,11.36,10.29,0.35,10.02,3558,50.926,62.068
Ban_ke_4_canh_2_phuong,C30/37,7.8,4.78,0.15,9.68,3559,9.953,20.613
San_o_co_Waffle_Slab,C25/30,10.2,9.07,0.36,10.02,3560,39.566,50.039
San_o_co_Waffle_Slab,C40/50,15.33,11.46,0.45,11.37,3561,71.676,128.258
San_console_Cantilever,C20/25,7.55,1.54,0.14,9.35,3562,-11.087,-1.109
Ban_ke_4_canh_2_phuong,C35/45,5.72,4.99,0.15,9.68,3563,10.846,11.085
San_console_Cantilever,C35/45,6.56,1.68,0.13,9.01,3564,-12.715,-1.272
Ban_ke_4_canh_2_phuong,C40/50,7.55,4.66,0.15,9.68,3565,9.459,19.312
Ban_dam_1_phuong,C30/37,7.06,2.64,0.13,9.01,3566,6.28,1.256
San_phang_Flat_Slab,C40/50,8.03,7.12,0.24,12.72,3567,54.544,32.242
San_console_Cantilever,C20/25,7.37,2.13,0.12,8.67,3568,-19.667,-1.967
San_phang_Flat_Slab,C40/50,9.65,8.6,0.25,13.06,3569,81.289,48.296
San_phang_Flat_Slab,C20/25,10.09,9.27,0.26,13.4,3570,94.002,57.575
San_phang_Flat_Slab,C40/50,8.53,6.94,0.2,11.37,3571,50.481,27.381
Ban_dam_1_phuong,C30/37,5.38,2.5,0.15,9.68,3572,6.05,1.21
San_phang_Flat_Slab,C30/37,10.7,7.34,0.24,12.72,3573,74.925,34.265
San_phang_Flat_Slab,C20/25,8.1,6.53,0.27,13.73,3574,54.467,29.273
